카탈로그공급사,카탈로그품목,구분,원산지,매칭상태,신뢰도,적재여부,매칭원료,기존공급사,기존단가
하이베이스,패각칼슘(이온화),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(구연산),공급사 미상(source21),17000
하이베이스,패각칼슘(이온화),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(밀크칼슘),공급사 미상(source21),20000
하이베이스,패각칼슘(이온화),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(밀크칼슘),공급사 미상(source21),17000
하이베이스,패각칼슘(이온화),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(산호),공급사 미상(source21),20000
하이베이스,패각칼슘(이온화),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(산호),공급사 미상(source21),24000
하이베이스,패각칼슘(이온화),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(어골),공급사 미상(source21),38000
하이베이스,패각칼슘(이온화),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(탄산),공급사 미상(source21),2500
하이베이스,패각칼슘(이온화),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(해조),공급사 미상(source21),9500
하이베이스,패각칼슘(일반)/가리비,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,퍼퍼민트,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,펙티나아제,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,펙틴,취급원료,,★공급사 미상 → 후보,확실,적재,펙틴,공급사 미상(source21),27000
하이베이스,펩타이드철(참고:단백철),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,펩토프로,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,포도(과즙분말/맛/향),취급원료,,★공급사 미상 → 후보,보통,적재,포도씨유,공급사 미상(source21),7500
하이베이스,포도껍질추출(레스베라트롤),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,포도농축액,취급원료,,★공급사 미상 → 후보,높음,적재,적포도농축액,공급사 미상(source21),6400
하이베이스,포도농축액,취급원료,,타공급사 보유,높음,적재,적포도농축액,해찬솔,6400
하이베이스,포도씨(적포도주)추출물,취급원료,,★공급사 미상 → 후보,확실,적재,포도씨추출물,공급사 미상(source21),44000
하이베이스,포도씨유,취급원료,,★공급사 미상 → 후보,확실,적재,포도씨유,공급사 미상(source21),7500
하이베이스,포도씨유,취급원료,,★공급사 미상 → 후보,보통,적재,포도씨유추출물,공급사 미상(source21),90000
하이베이스,포도씨유,취급원료,,★공급사 미상 → 후보,보통,적재,포도씨유추출물,공급사 미상(source21),200000
하이베이스,포스파티딜세린(건기식),취급원료,,동일공급사 기등록,확실,적재,포스파티딜세린,하이베이스,660000
하이베이스,포스파티딜세린(건기식),취급원료,,★공급사 미상 → 후보,확실,적재,포스파티딜세린70%,공급사 미상(source21),590000
하이베이스,포스파티딜세린(건기식),취급원료,,타공급사 보유,확실,적재,포스파티딜세린 70%,오앤컴퍼니,630000
하이베이스,포스파티딜세린(건기식),취급원료,,타공급사 보유,확실,적재,포스파티딜세린(70%),ambe,379050
하이베이스,포스파티딜세린(건기식),취급원료,,★공급사 미상 → 후보,높음,적재,포스파티딜세린분말,공급사 미상(source21),660000
하이베이스,포스파티딜세린(건기식),취급원료,,★공급사 미상 → 후보,높음,적재,포스파티딜세린분말,공급사 미상(source21),500000
하이베이스,포스파티딜콜린,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,폴리덱스트로즈,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,폴리만뉴로닉산,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,폴리소르베이트(투윈),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,폴리인산나트륨,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,표고버섯,취급원료,,타공급사 보유,보통,적재,표고버섯분말,해찬솔,39000
하이베이스,표고버섯,취급원료,,★공급사 미상 → 후보,보통,적재,표고버섯균사체,공급사 미상(source21),90000
하이베이스,표고버섯,취급원료,,동일공급사 기등록,보통,적재,표고버섯균사체,하이베이스,90000
하이베이스,표고버섯,취급원료,,타공급사 보유,보통,적재,표고버섯균사체,태성,600000
하이베이스,표고버섯(개별인증),취급원료,,타공급사 보유,보통,적재,표고버섯분말,해찬솔,39000
하이베이스,표고버섯(개별인증),취급원료,,★공급사 미상 → 후보,보통,적재,표고버섯균사체,공급사 미상(source21),90000
하이베이스,표고버섯(개별인증),취급원료,,동일공급사 기등록,보통,적재,표고버섯균사체,하이베이스,90000
하이베이스,표고버섯(개별인증),취급원료,,타공급사 보유,보통,적재,표고버섯균사체,태성,600000
하이베이스,푸룬(서양자두),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,푸마르산(제일철),취급원료,,동일공급사 기등록,확실,적재,푸마르산(Fumaric acid),하이베이스,5000
하이베이스,푸마르산(제일철),취급원료,,타공급사 보유,확실,적재,푸마르산(Fumaric acid),선일에프앤씨,3700
하이베이스,퓨라칼,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,프레타놀,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,프로락티,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,프로테아제(식물성/곰팡이),취급원료,,★공급사 미상 → 후보,확실,적재,프로테아제,공급사 미상(source21),42000
하이베이스,프로테아제(식물성/곰팡이),취급원료,,★공급사 미상 → 후보,확실,적재,프로테아제(파파인)(식물성),공급사 미상(source21),50000
하이베이스,프로테아제(식물성/곰팡이),취급원료,,타공급사 보유,확실,적재,프로테아제(아스퍼질러스발효물P),에스제이디,71000
하이베이스,프로폴리스(분말),취급원료,,★공급사 미상 → 후보,확실,적재,프로폴리스,공급사 미상(source21),90000
하이베이스,프로폴리스(분말),취급원료,,★공급사 미상 → 후보,확실,적재,프로폴리스,공급사 미상(source21),420000
하이베이스,프로폴리스(분말),취급원료,,타공급사 보유,확실,적재,(유기농) 프로폴리스,제일,650000
하이베이스,프로폴리스(분말),취급원료,,★공급사 미상 → 후보,높음,적재,그린프로폴리스,공급사 미상(source21),300000
하이베이스,프로폴리스(분말),취급원료,,타공급사 보유,높음,적재,그린프로폴리스,제일,330000
하이베이스,프로폴리스(액상),취급원료,,★공급사 미상 → 후보,확실,적재,프로폴리스,공급사 미상(source21),90000
하이베이스,프로폴리스(액상),취급원료,,★공급사 미상 → 후보,확실,적재,프로폴리스,공급사 미상(source21),420000
하이베이스,프로폴리스(액상),취급원료,,타공급사 보유,확실,적재,(유기농) 프로폴리스,제일,650000
하이베이스,프로폴리스(액상),취급원료,,★공급사 미상 → 후보,높음,적재,그린프로폴리스,공급사 미상(source21),300000
하이베이스,프로폴리스(액상),취급원료,,타공급사 보유,높음,적재,그린프로폴리스,제일,330000
하이베이스,프로필렌글리콜(P.G),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,피로인산나트륨,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,피로인산제2철,취급원료,,동일공급사 기등록,확실,적재,피로인산제2철(리포조말),하이베이스,37000
하이베이스,피망,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,피크노제놀(해송껍질),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,피틴산,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,하수오,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,한천(우뭇가사리),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,함초,취급원료,,★공급사 미상 → 후보,보통,적재,함초분말,공급사 미상(source21),20500
하이베이스,함초,취급원료,,타공급사 보유,보통,적재,함초분말,바이오케어,20500
하이베이스,해구(물개)육,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,해바라기유,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,해삼,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,해조분말,취급원료,,동일공급사 기등록,확실,적재,"해조분말(잔가시쩍,피마톨리톤칼카륨)",하이베이스,10000
하이베이스,해조칼슘(아쿠아칼),취급원료,,★공급사 미상 → 후보,확실,적재,해조칼슘,공급사 미상(source21),10000
하이베이스,해조칼슘(아쿠아칼),취급원료,,타공급사 보유,확실,적재,해조칼슘,엘본에이치앤비,9800
하이베이스,해조칼슘(아쿠아칼),취급원료,,타공급사 보유,확실,적재,해조칼슘,서호상사,11000
하이베이스,해조칼슘(아쿠아칼),취급원료,,동일공급사 기등록,확실,적재,해조칼슘,하이베이스,26000
하이베이스,해조칼슘(아쿠아칼),취급원료,,동일공급사 기등록,확실,적재,해조칼슘(아쿠아칼),하이베이스,11000
하이베이스,해조칼슘(아쿠아칼),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(구연산),공급사 미상(source21),17000
하이베이스,해조칼슘(아쿠아칼),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(밀크칼슘),공급사 미상(source21),20000
하이베이스,해조칼슘(아쿠아칼),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(밀크칼슘),공급사 미상(source21),17000
하이베이스,해조칼슘(아쿠아칼),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(산호),공급사 미상(source21),20000
하이베이스,해조칼슘(아쿠아칼),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(산호),공급사 미상(source21),24000
하이베이스,해조칼슘(아쿠아칼),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(어골),공급사 미상(source21),38000
하이베이스,해조칼슘(아쿠아칼),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(탄산),공급사 미상(source21),2500
하이베이스,해조칼슘(아쿠아칼),취급원료,,★공급사 미상 → 후보,보통,적재,칼슘(해조),공급사 미상(source21),9500
하이베이스,해조혼합분말,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,향류(*별첨),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,향유,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,허브추출물혼합분말,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,헛개나무가지추출분말,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,헤마토코쿠스추출물(건기식),취급원료,,★공급사 미상 → 후보,확실,적재,헤마토코쿠스추출물,공급사 미상(source21),1450000
하이베이스,헤스페리딘,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,헤즐넛,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,헴철,취급원료,,★공급사 미상 → 후보,확실,적재,헴철,공급사 미상(source21),135000
하이베이스,헴철,취급원료,,★공급사 미상 → 후보,확실,적재,헴철,공급사 미상(source21),220000
하이베이스,헴철,취급원료,,동일공급사 기등록,확실,적재,헴철,하이베이스,135000
하이베이스,헴철,취급원료,,동일공급사 기등록,확실,적재,헴철,하이베이스,220000
하이베이스,현미,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,현미배아효소,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,현미시럽,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,현미유,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,호로파종자,취급원료,,★공급사 미상 → 후보,보통,적재,호로파종자추출분말,공급사 미상(source21),110000
하이베이스,호밀,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,호박(씨),취급원료,,타공급사 보유,보통,적재,호박산(Succinate),선일에프앤씨,6200
하이베이스,호박(씨),취급원료,,동일공급사 기등록,보통,적재,호박산(Succinate),하이베이스,6500
하이베이스,호박(씨),취급원료,,동일공급사 기등록,보통,적재,호박분말(일반분말),하이베이스,22000
하이베이스,호박산,취급원료,,타공급사 보유,확실,적재,호박산(Succinate),선일에프앤씨,6200
하이베이스,호박산,취급원료,,동일공급사 기등록,확실,적재,호박산(Succinate),하이베이스,6500
하이베이스,호프추출분말,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,혼합곡물추출분말,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,혼합베리농축분말,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,홍국,취급원료,,★공급사 미상 → 후보,확실,적재,홍국,공급사 미상(source21),170000
하이베이스,홍국,취급원료,,★공급사 미상 → 후보,확실,적재,홍국,공급사 미상(source21),270000
하이베이스,홍국,취급원료,,동일공급사 기등록,보통,적재,홍국(모나콜린)분말,하이베이스,150000
하이베이스,홍삼농축액,취급원료,,★공급사 미상 → 후보,확실,적재,홍삼농축액,공급사 미상(source21),170000
하이베이스,홍삼농축액,취급원료,,★공급사 미상 → 후보,확실,적재,홍삼농축액(6년근),공급사 미상(source21),210000
하이베이스,홍삼농축액,취급원료,,타공급사 보유,확실,적재,홍삼농축액(6년근),현대바이오랜드,210000
하이베이스,홍삼농축액,취급원료,,타공급사 보유,확실,적재,홍삼농축액,선일에프앤비,123000
하이베이스,홍삼농축액,취급원료,,타공급사 보유,확실,적재,홍삼농축액,선일에프앤비,145000
하이베이스,홍삼농축액,취급원료,,★공급사 미상 → 후보,높음,적재,발효홍삼농축액(6년근),공급사 미상(source21),250000
하이베이스,홍삼농축액,취급원료,,★공급사 미상 → 후보,높음,적재,홍삼농축액분말(4년근),공급사 미상(source21),310000
하이베이스,홍삼농축액,취급원료,,★공급사 미상 → 후보,높음,적재,홍삼농축액분말(6년근),공급사 미상(source21),330000
하이베이스,홍삼농축액,취급원료,,타공급사 보유,높음,적재,홍삼농축액분말(4년근),현대바이오랜드,310000
하이베이스,홍삼농축액,취급원료,,타공급사 보유,높음,적재,홍삼농축액분말(6년근),현대바이오랜드,330000
하이베이스,홍삼농축액,취급원료,,타공급사 보유,높음,적재,발효홍삼농축액(6년근),현대바이오랜드,250000
하이베이스,홍삼농축액,취급원료,,★공급사 미상 → 후보,보통,적재,발효홍삼농축액분말(6년근),공급사 미상(source21),260000
하이베이스,홍삼농축액,취급원료,,타공급사 보유,보통,적재,발효홍삼농축액분말(6년근),현대바이오랜드,260000
하이베이스,홍삼분말(농축분말),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,홍차,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,홍화씨,취급원료,,★공급사 미상 → 후보,보통,적재,홍화씨분말,공급사 미상(source21),18000
하이베이스,홍화유,취급원료,,★공급사 미상 → 후보,확실,적재,홍화유,공급사 미상(source21),11000
하이베이스,화분(추출물),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,환원철,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,활성탄,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,황국(균)/A.oryzae,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,황금,취급원료,,★공급사 미상 → 후보,보통,적재,황금분말,공급사 미상(source21),14500
하이베이스,황금,취급원료,,타공급사 보유,보통,적재,황금분말,바이오케어,14500
하이베이스,황기,취급원료,,타공급사 보유,보통,적재,황기분말,바이오케어,28000
하이베이스,황기,취급원료,,타공급사 보유,보통,적재,황기분말,바이오케어,16800
하이베이스,황산(제일)철,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,황산동(구리),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,황산마그네슘,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,황산망간,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,황산아연,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,회향(추출물),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,효모(MNY),취급원료,,★공급사 미상 → 후보,보통,적재,건조효모,공급사 미상(source21),630000
하이베이스,효모(MNY),취급원료,,★공급사 미상 → 후보,보통,적재,건조효모,공급사 미상(source21),13500
하이베이스,효모(MNY),취급원료,,★공급사 미상 → 후보,보통,적재,맥주효모,공급사 미상(source21),9500
하이베이스,효모(MNY),취급원료,,★공급사 미상 → 후보,보통,적재,맥주효모,공급사 미상(source21),9200
하이베이스,효모(MNY),취급원료,,타공급사 보유,보통,적재,건조효모,에스제이디,16700
하이베이스,효모(RNA),취급원료,,★공급사 미상 → 후보,보통,적재,건조효모,공급사 미상(source21),630000
하이베이스,효모(RNA),취급원료,,★공급사 미상 → 후보,보통,적재,건조효모,공급사 미상(source21),13500
하이베이스,효모(RNA),취급원료,,★공급사 미상 → 후보,보통,적재,맥주효모,공급사 미상(source21),9500
하이베이스,효모(RNA),취급원료,,★공급사 미상 → 후보,보통,적재,맥주효모,공급사 미상(source21),9200
하이베이스,효모(RNA),취급원료,,타공급사 보유,보통,적재,건조효모,에스제이디,16700
하이베이스,효모(글루타치온),취급원료,,★공급사 미상 → 후보,보통,적재,건조효모,공급사 미상(source21),630000
하이베이스,효모(글루타치온),취급원료,,★공급사 미상 → 후보,보통,적재,건조효모,공급사 미상(source21),13500
하이베이스,효모(글루타치온),취급원료,,★공급사 미상 → 후보,보통,적재,맥주효모,공급사 미상(source21),9500
하이베이스,효모(글루타치온),취급원료,,★공급사 미상 → 후보,보통,적재,맥주효모,공급사 미상(source21),9200
하이베이스,효모(글루타치온),취급원료,,타공급사 보유,보통,적재,건조효모,에스제이디,16700
하이베이스,효모(미네랄),취급원료,,★공급사 미상 → 후보,보통,적재,건조효모,공급사 미상(source21),630000
하이베이스,효모(미네랄),취급원료,,★공급사 미상 → 후보,보통,적재,건조효모,공급사 미상(source21),13500
하이베이스,효모(미네랄),취급원료,,★공급사 미상 → 후보,보통,적재,맥주효모,공급사 미상(source21),9500
하이베이스,효모(미네랄),취급원료,,★공급사 미상 → 후보,보통,적재,맥주효모,공급사 미상(source21),9200
하이베이스,효모(미네랄),취급원료,,타공급사 보유,보통,적재,건조효모,에스제이디,16700
하이베이스,효모(일반),취급원료,,★공급사 미상 → 후보,보통,적재,건조효모,공급사 미상(source21),630000
하이베이스,효모(일반),취급원료,,★공급사 미상 → 후보,보통,적재,건조효모,공급사 미상(source21),13500
하이베이스,효모(일반),취급원료,,★공급사 미상 → 후보,보통,적재,맥주효모,공급사 미상(source21),9500
하이베이스,효모(일반),취급원료,,★공급사 미상 → 후보,보통,적재,맥주효모,공급사 미상(source21),9200
하이베이스,효모(일반),취급원료,,타공급사 보유,보통,적재,건조효모,에스제이디,16700
하이베이스,효소(복합),취급원료,,★공급사 미상 → 후보,보통,적재,복합효소,공급사 미상(source21),285000
하이베이스,효소(복합),취급원료,,★공급사 미상 → 후보,보통,적재,복합효소,공급사 미상(source21),145000
하이베이스,효소(복합),취급원료,,★공급사 미상 → 후보,보통,적재,효소분말(15곡),공급사 미상(source21),60000
하이베이스,효소(복합),취급원료,,★공급사 미상 → 후보,보통,적재,효소분말(6곡),공급사 미상(source21),55000
하이베이스,효소(복합),취급원료,,★공급사 미상 → 후보,보통,적재,효소분말(현미),공급사 미상(source21),60000
하이베이스,효소(복합),취급원료,,★공급사 미상 → 후보,보통,적재,효소분말(현미),공급사 미상(source21),52000
하이베이스,후추(흑후추),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,후코이단,취급원료,,★공급사 미상 → 후보,확실,적재,후코이단,공급사 미상(source21),600000
하이베이스,후코이단,취급원료,,★공급사 미상 → 후보,확실,적재,후코이단(혜원),공급사 미상(source21),600000
하이베이스,후코이단,취급원료,,★공급사 미상 → 후보,보통,적재,미역귀후코이단,공급사 미상(source21),600000
하이베이스,후코이단,취급원료,,★공급사 미상 → 후보,보통,적재,다시마후코이단,공급사 미상(source21),500000
하이베이스,흑마늘,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,흑초,취급원료,,신규(DB에 없음),,적재,,,
하이베이스,히드록시프로(HPMC),취급원료,,신규(DB에 없음),,적재,,,
하이베이스,히드록시프로필(HPC),취급원료,,타공급사 보유,보통,적재,히드록시 프로필 메틸 셀룰로오즈,태성,31000
하이베이스,히비스커스,취급원료,,★공급사 미상 → 후보,보통,적재,히비스커스추출분말,공급사 미상(source21),80000
하이베이스,히아론산(나트륨),취급원료,,신규(DB에 없음),,적재,,,
조은푸드텍,감귤농축액(60),농축과즙액,국내산,신규(DB에 없음),,적재,,,
조은푸드텍,고구마농축액(60),농축과즙액,국내산,타공급사 보유,보통,적재,고구마(자색),하이베이스,19000
조은푸드텍,골드키위농축액(65),농축과즙액,뉴질랜드산,신규(DB에 없음),,적재,,,
조은푸드텍,과실혼합농축액(65),농축과즙액,,신규(DB에 없음),,적재,,,
조은푸드텍,단호박농축액(65),농축과즙액,국내산,신규(DB에 없음),,적재,,,
조은푸드텍,당근농축액(35),농축과즙액,국내산,신규(DB에 없음),,적재,,,
조은푸드텍,딸기농축액(65),농축과즙액,이스라엘산,신규(DB에 없음),,적재,,,
조은푸드텍,땅콩농축액(45),농축과즙액,중국산,신규(DB에 없음),,적재,,,
조은푸드텍,라즈베리농축액(60),농축과즙액,대만산,신규(DB에 없음),,적재,,,
조은푸드텍,라임농축액(65),농축과즙액,이탈리아산,★공급사 미상 → 후보,확실,적재,라임농축액,공급사 미상(source21),13500
조은푸드텍,라임농축액(65),농축과즙액,이탈리아산,★공급사 미상 → 후보,확실,적재,라임농축액,공급사 미상(source21),12000
조은푸드텍,라임농축액(65),농축과즙액,이탈리아산,타공급사 보유,확실,적재,라임농축액,해찬솔,13500
조은푸드텍,라임농축액(65),농축과즙액,이탈리아산,타공급사 보유,확실,적재,라임농축액,새롬비앤에프,12000
조은푸드텍,레드자몽크라우디(65),농축과즙액,미국산,신규(DB에 없음),,적재,,,
조은푸드텍,레몬농축액(65),농축과즙액,"이스라엘, 미국산",★공급사 미상 → 후보,확실,적재,레몬농축액,공급사 미상(source21),13000
조은푸드텍,레몬농축액(65),농축과즙액,"이스라엘, 미국산",★공급사 미상 → 후보,확실,적재,레몬농축액,공급사 미상(source21),12000
조은푸드텍,레몬농축액(65),농축과즙액,"이스라엘, 미국산",★공급사 미상 → 후보,확실,적재,레몬농축액,공급사 미상(source21),11000
조은푸드텍,레몬농축액(65),농축과즙액,"이스라엘, 미국산",타공급사 보유,확실,적재,레몬농축액,새롬비앤에프,13000
조은푸드텍,레몬농축액(65),농축과즙액,"이스라엘, 미국산",타공급사 보유,확실,적재,레몬농축액,하이베이스,12000
조은푸드텍,레몬농축액(65),농축과즙액,"이스라엘, 미국산",타공급사 보유,확실,적재,레몬농축액,해찬솔,11000
조은푸드텍,레몬농축액(60),농축과즙액,이탈리아산,★공급사 미상 → 후보,확실,적재,레몬농축액,공급사 미상(source21),13000
조은푸드텍,레몬농축액(60),농축과즙액,이탈리아산,★공급사 미상 → 후보,확실,적재,레몬농축액,공급사 미상(source21),12000
조은푸드텍,레몬농축액(60),농축과즙액,이탈리아산,★공급사 미상 → 후보,확실,적재,레몬농축액,공급사 미상(source21),11000
조은푸드텍,레몬농축액(60),농축과즙액,이탈리아산,타공급사 보유,확실,적재,레몬농축액,새롬비앤에프,13000
조은푸드텍,레몬농축액(60),농축과즙액,이탈리아산,타공급사 보유,확실,적재,레몬농축액,하이베이스,12000
조은푸드텍,레몬농축액(60),농축과즙액,이탈리아산,타공급사 보유,확실,적재,레몬농축액,해찬솔,11000
조은푸드텍,레몬콜라농축액,농축과즙액,이스라엘산,신규(DB에 없음),,적재,,,
조은푸드텍,리치농축액(70),농축과즙액,"중국, 베트남산",신규(DB에 없음),,적재,,,
조은푸드텍,망고농축액(60),농축과즙액,"필리핀, 이스라엘산",신규(DB에 없음),,적재,,,
조은푸드텍,매실농축액(65),농축과즙액,국내산,신규(DB에 없음),,적재,,,
조은푸드텍,메론농축액(60),농축과즙액,"국내, 이스라엘",신규(DB에 없음),,적재,,,
조은푸드텍,모과농축액(65),농축과즙액,국내산,★공급사 미상 → 후보,확실,적재,모과농축액(65브릭스),공급사 미상(source21),13000
조은푸드텍,모과농축액(65),농축과즙액,국내산,★공급사 미상 → 후보,확실,적재,모과농축액(65브릭스),공급사 미상(source21),15000
조은푸드텍,모과농축액(65),농축과즙액,국내산,★공급사 미상 → 후보,확실,적재,모과농축액(65브릭스),공급사 미상(source21),25500
조은푸드텍,모과농축액(65),농축과즙액,국내산,★공급사 미상 → 후보,확실,적재,모과농축액(60브릭스)100%,공급사 미상(source21),15000
조은푸드텍,모과농축액(65),농축과즙액,국내산,타공급사 보유,확실,적재,모과농축액 (65브릭스),해찬솔,13000
조은푸드텍,모과농축액(65),농축과즙액,국내산,타공급사 보유,확실,적재,모과농축액 (65브릭스),새롬비앤에프,15000
조은푸드텍,모과농축액(65),농축과즙액,국내산,타공급사 보유,확실,적재,모과농축액 (65브릭스),하이베이스,25500
조은푸드텍,모과농축액(65),농축과즙액,국내산,타공급사 보유,확실,적재,모과농축액 (60브릭스)100%,하이베이스,15000
조은푸드텍,무화과농축액(60),농축과즙액,터키산,신규(DB에 없음),,적재,,,
조은푸드텍,믹스베리농축액(60),농축과즙액,,신규(DB에 없음),,적재,,,
조은푸드텍,바나나농축액(65),농축과즙액,이스라엘산,신규(DB에 없음),,적재,,,
조은푸드텍,바나나페이스트(40),농축과즙액,필리핀산,신규(DB에 없음),,적재,,,
조은푸드텍,밤농축액(60),농축과즙액,국내산,신규(DB에 없음),,적재,,,
조은푸드텍,밤페이스트(50),농축과즙액,국내산,신규(DB에 없음),,적재,,,
조은푸드텍,배농축과즙액(69),농축과즙액,오스트리아산,신규(DB에 없음),,적재,,,
조은푸드텍,배농축액(70),농축과즙액,미국산,★공급사 미상 → 후보,확실,적재,배농축액,공급사 미상(source21),8500
조은푸드텍,배농축액(70),농축과즙액,미국산,★공급사 미상 → 후보,확실,적재,배농축액,공급사 미상(source21),5200
조은푸드텍,배농축액(70),농축과즙액,미국산,타공급사 보유,확실,적재,배농축액,해찬솔,8500
조은푸드텍,배농축액(70),농축과즙액,미국산,타공급사 보유,확실,적재,배농축액,해찬솔,5200
조은푸드텍,배농축액(70),농축과즙액,미국산,타공급사 보유,확실,적재,배농축액(66Brix이상),하이베이스,4400
조은푸드텍,배농축액(70),농축과즙액,미국산,타공급사 보유,확실,적재,배농축액,새롬비앤에프,15000
조은푸드텍,배퓨레시럽,농축과즙액,미국산,신규(DB에 없음),,적재,,,
조은푸드텍,복숭아농축액(68),농축과즙액,이스라엘산,★공급사 미상 → 후보,확실,적재,복숭아농축액,공급사 미상(source21),9500
조은푸드텍,복숭아농축액(68),농축과즙액,이스라엘산,타공급사 보유,확실,적재,복숭아농축액,해찬솔,9500
조은푸드텍,브로콜리농축액(40),농축과즙액,국내산,★공급사 미상 → 후보,확실,적재,브로콜리농축액,공급사 미상(source21),13000
조은푸드텍,브로콜리농축액(40),농축과즙액,국내산,타공급사 보유,확실,적재,브로콜리 농축액,해찬솔,13000
조은푸드텍,브로콜리농축액(40),농축과즙액,국내산,타공급사 보유,확실,적재,브로콜리 농축액,하이베이스,40000
조은푸드텍,블러드오렌지농축액(50),농축과즙액,이스라엘산,★공급사 미상 → 후보,높음,적재,모로블러드오렌지농축액,공급사 미상(source21),9700
조은푸드텍,블러드오렌지농축액(50),농축과즙액,이스라엘산,타공급사 보유,높음,적재,모로블러드오렌지농축액,해찬솔,9700
조은푸드텍,블러드오렌지농축액(50),농축과즙액,이스라엘산,★공급사 미상 → 후보,보통,적재,오렌지농축액,공급사 미상(source21),11000
조은푸드텍,블러드오렌지농축액(50),농축과즙액,이스라엘산,타공급사 보유,보통,적재,오렌지농축액,하이베이스,11000
조은푸드텍,블루베리시럽(68),농축과즙액,,신규(DB에 없음),,적재,,,
조은푸드텍,블루베리엑스(65),농축과즙액,미국산,신규(DB에 없음),,적재,,,
조은푸드텍,빌베리농축액,농축과즙액,오스트리아산,신규(DB에 없음),,적재,,,
조은푸드텍,"사과농축액(68), (72), (73",농축과즙액,)     국내산,★공급사 미상 → 후보,보통,적재,사과농축액,공급사 미상(source21),4400
조은푸드텍,"사과농축액(68), (72), (73",농축과즙액,)     국내산,★공급사 미상 → 후보,보통,적재,사과농축액,공급사 미상(source21),5700
조은푸드텍,"사과농축액(68), (72), (73",농축과즙액,)     국내산,타공급사 보유,보통,적재,사과 농축액,해찬솔,4400
조은푸드텍,"사과농축액(68), (72), (73",농축과즙액,)     국내산,타공급사 보유,보통,적재,사과 농축액,해찬솔,5700
