excelId,원료명,복구내역
887,호박 추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
888,단호박추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
907,유기농여주분말,"공급사 통일(""㈜에코네이처""→""에코네이처"")"
913,망고스틴농축분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
914,매실 추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
922,초코향분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
935,오렌지농축분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
938,풋사과농축분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
945,말토덱스트린,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
948,로즈힙추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
951,유자과즙분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
953,세븐베리추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
964,27종 과일야채혼합농축분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
965,20종 야채혼합농축분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
984,쌀겨추출물 분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
989,옥수수추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
990,옥수수수염추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
997,루바브추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1001,당귀농축액,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1003,숙지황추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1006,구기자추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1069,샤인머스켓향분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1072,청포도 농축분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1075,레드비트농축분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1078,산수유추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1081,돼지감자(예루살렘 아티초크)추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1085,루바브뿌리 추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1088,수박과피,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1097,흰강낭콩추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1099,마테추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1108,화이트토마토추출농축분말,"공급사 통일(""엘본에이치엔비""→""엘본에이치앤비"")"
1112,락토바실러스 람노서스GG,"company 무의미값 제거(""미상"")"
1125,해조칼슘,"공급사 통일(""엘본에이치엔비""→""엘본에이치앤비"")"
1209,아로니아농축액,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1212,모과농축액 (65브릭스),"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1253,구연산마그네슘,"공급사 통일(""X""→""x"")"
1254,겐티아나(뿌리)추출물,"공급사 통일(""X""→""x"")"
1410,루바브추출분말,"공급사 통일(""해찬솔푸드""→""해찬솔"")"
1610,돌외잎주정추출분말,"공급사 통일(""(주)티지바이오텍""→""티지바이오텍"")"
1613,핑거루트추출분말(판두라틴),"공급사 통일(""㈜뉴트리""→""뉴트리"")"
1616,미강추출물,"공급사 통일(""㈜에스앤디""→""에스앤디"")"
1623,메론추출물,"공급사 통일(""㈜시스팡""→""시스팡"")"
1704,잠두콩,"company 무의미값 제거(""인터넷"")"
1751,나노커큐민,"공급사 통일(""㈜나온스""→""나온스"")"
1752,나노커큐민,"공급사 통일(""㈜상아아그리텍""→""상아아그리텍"")"
1819,아로니아농축분말,"공급사 통일(""헤찬솔""→""해찬솔"")"
1893,스피루리나,"공급사 통일(""주영엔에스""→""주영"")"
1909,콘드로이친(황산20%),"company 무의미값 제거(""박대표"")"
1910,산양유단백분말(네덜란드),"company 무의미값 제거(""박대표"")"
1911,유채씨유추출분말,"공급사 통일(""암베""→""ambe"")"
1912,유채씨유추출분말,"공급사 통일(""svagro""→""SvAgro"")"
1913,리포조말철,"공급사 통일(""botanic""→""보타닉"")"
1915,글루타치온98%,"공급사 통일(""AMBE""→""ambe"")"
1918,옥타코사놀추출분말(60%),"company 무의미값 제거(""모름"")"
1919,옥타코사놀추출분말,"company 무의미값 제거(""모름"")"
1923,과라나추출분말(25%),"공급사 통일(""SVArgro""→""SvAgro"")"
1924,녹차카테킨(70%),"공급사 통일(""SVAgro""→""SvAgro"")"
1925,소연골추출분말(프로테오글리칸2%),"company 무의미값 제거(""모름"")"
1926,소연골추출분말(프로테오글리칸10%),"company 무의미값 제거(""모름"")"
1927,실크단백질가수분해물,"공급사 통일(""월드웨이주식회사""→""월드웨이"")"
1928,아르지닌,"company의 원산지값 폐기(""직수입"", origin에 이미 ""인도산"")"
1929,브로멜라인,"company 무의미값 제거(""self"")"
1938,홍화유,"company 무의미값 제거(""모름"")"
1939,nmn,"company 무의미값 제거(""모름"")"
1940,nmn,"공급사 통일(""SVAgro""→""SvAgro"")"
1941,아스코브산칼슘(중국산),"company 무의미값 제거(""모름"")"
1942,아스코브산나트륨(중국)(중성),"company 분리(""중국(아리선)""→원산지 ""중국"" + 공급사 ""아리선"") / 공급사 통일(""아리선""→""arisun"")"
1943,19곡발효효소분말,"공급사 통일(""선일에프엔씨""→""선일에프앤씨"")"
1945,글루타치온98%,"공급사 통일(""svagro""→""SvAgro"")"
1948,초임계RTG오일80%,"공급사 통일(""세일인터내쇼날""→""세일인터내셔널"")"
1949,초임계RTG오일60%,"공급사 통일(""세일인터내쇼날""→""세일인터내셔널"")"
1965,구강유산균(L.paracasei GMNL-33),"공급사 통일(""Dental-lac""→""dental-lac"")"
1968,리포조말철,"공급사 통일(""보타닉사""→""보타닉"")"
1970,시클로덱스트린시럽,"공급사 통일(""올담""→""올담식품"")"
1974,리포조말철,"공급사 통일(""Botanic""→""보타닉"")"
1975,L-트립토판,"공급사 통일(""arison""→""arisun"")"
1977,유채씨앗오일추출분말,"공급사 통일(""amber""→""ambe"")"
1978,아누카사과분말,"공급사 통일(""Svagro""→""SvAgro"")"
1983,녹차추출분말,"공급사 통일(""올담""→""올담식품"")"
1984,코코아맛분말,"공급사 통일(""올담""→""올담식품"")"
1986,커피향분말,"공급사 통일(""올담""→""올담식품"")"
1987,초코향분말01,"공급사 통일(""올담""→""올담식품"")"
1988,딸기향분말,"공급사 통일(""올담""→""올담식품"")"
1989,딸기농축분말,"공급사 통일(""올담""→""올담식품"")"
1990,요구르트맛분말-1,"공급사 통일(""올담""→""올담식품"")"
1991,요구르트향분말,"공급사 통일(""올담""→""올담식품"")"
1992,홍경천,"company→origin(""독일산"")"
1999,차전자피(직수입),"공급사 통일(""Ambe""→""ambe"")"
2002,이노시톨,"공급사 통일(""Arisun""→""arisun"")"
